46847;;Moors and felled forests, Buteland. The picture was taken from within what was a long thin Forestry Commission holding, little more than a shelterbelt. It has been replaced. Between the plantation and the hills is an area of gently sloping rough grazing and moorland. TV reporters in August like places like this, they can report from a grouse moor in Edinburgh.;;neutral
48023;;The River Bleng flows through Forestry Commission land.;;neutral
48026;;Blengdale Lodge sits at the end of a Forestry Commission road at the entrance to Blengdale Forest.;;neutral
48068;;Managed by the Forestry Commission. Looking NW.;;neutral
48562;;From the nearby Forestry Commission car park there are marked trails to guide you to the deer sanctuary and through the arboretum.;;neutral
48575;;Forestry Commission Workshop.;;neutral
49346;;Looking North East across the largest part of the square (some of which is hidden by the gradient). The many hedgerows which used to be here have all been destroyed. Luckily for insects, birds, small mammals and us there remains so far a substantial amount of Forestry Commission land in the vicinity.;;positive
51009;;This is part of a substantial Forestry Commission area between Bodmin and Wadebridge. The photo was taken close to Polbrock Bridge, looking North into the wood.;;neutral
52255;;This field is now owned by the Forestry Commission and used as a public car park. It is the only field left of Hazel Heads Farm, the others and the ruins now covered by trees.;;neutral
53138;;Forestry commission land and Llyn Brenig taken from near Bryn y Gors Goch.;;neutral
53200;;Forestry land owned by the Forestry Commission near to the Llyn Brenig;;neutral
53496;;Near the summit of this elongated sandstone hill above Llangorse. A ruined stone wall encloses land later planted with conifers by the Forestry Commission. Looking southeast down the ridge.;;neutral
54552;;Mainly coniferous wood managed by the Forestry Commission, quite dense in places.;;negative
56577;;Looking from the edge of the Forestry Commission land on Ord Hill towards new houses built up the glen from Kilmuir.;;neutral
56932;;This square is largely farmland and plantations belonging to the English Forestry commission. This bridge carries the A34(T) over one of the lanes passing through the forested area.;;neutral
57278;;This square is mostly plantation and woodland managed by the English Forestry Commission. This view is near the centre of the square and was taken in the late afternoon/early evening.;;neutral
57279;;Logging time in the plantation managed by the English Forestry Commission.;;neutral
57391;;Patchy sunlight falls on White Moor, a wet patch of heathland in a low lying area between the trees. One of the ubiquitous ponies is quietly grazing. This spot is about 200m southwest of the Forestry Commission's Whitemoor car park on the Emery Down to Boldrewood road.;;neutral
57409;;This is what you will find at the New Forest Reptile Centre, which has had various names in the past (including the Holidays Hill Reptillary). The pits have various indigenous snakes and lizards and on a warm day they can be seen basking in their "natural" environment. The Forestry Commission website says that "The Centre actively encourages the conservation and re-introduction of these animals across the country.";;neutral
57969;;The Forestry Commission car park in Queens Wood, part of Dymock Forest.;;neutral
59889;;This Forestry Commission car park is about a mile east of Nomansland. It's not unusual to see abandoned things in the New Forest car parks. The dragons' teeth (short wooden posts) prevent larger vehicles from accessing the Forestry Commission land in the forest, but it's not physically possible to keep motorbikes off (although it is prohibited under the by-laws).;;neutral
60203;;Forestry Commission managed woodland and picnic area beside the B842 close to Kildonan Dun, Kintyre.;;neutral
60575;;A view from the Haywood entrance to the Shugborough estate, looking south to the Forestry Commission land at Coalpit Lane Covert (SJ 996207).;;neutral
61475;;Queen's Copse is comprised of Horton Wood and Priors Copse. It is Forestry Commission land.;;neutral
62458;;A large area recently flooded by the Forestry Commission to provide a nature reserve which it is hoped will develop as sphagnum bogland.;;positive
62568;;Most of the Roydon Woods nature reserve is traditional broadleaved woodland (oak, beech, holly etc.) but this part to the south of the bridleway to Setley Farm is a conifer plantation similar to the modern inclosures on the Forestry Commission managed parts of the Forest.;;neutral
62968;;The Forestry Commission car park at Janesmoor Pond is on the site of a Second World War airfield - odd bits of brick and concrete remain here and there. The gravel surface of the car park overlies the former service roads on the airfield. It is a very spacious car park, by New Forest standards, capable of accommodating large vehicles with horse trailers.;;neutral
63896;;River Devon in the Perthshire glen of the same name, deep in the Ochils. Taken near a Forestry Commission car park.;;neutral
64172;;Castle Gresley Wood is a new acquisition for the Forestry Commission within The National Forest. 34 hectares of opencast land restored for agriculture has been planted with native tree species such as oak, ash and birch.;;positive
64180;;Falcon climbing frame at Rosliston which is the oldest of the Forestry Commission's community woodlands within The National Forest. 120,000 trees were planted between 1994 and 1996 creating areas of broadleaf wood (oak, ash, birch) pine wood and larch wood. Existing mature woodland is found at Fox Covert which gives a clue as to how the rest of the wood may look in the future. The site already boasts many facilities including a visitor centre, Falcon restaurant, indoor play area, craft centre, waymarked walks and cycle routes, outdoor play area including crazy golf and basketball court, trim trail, sensory garden, two memorial woods, BBQ site and observation hides and the magnificent Rolls Royce Greenheart lake on which fishing is permitted.;;positive
66971;;This view is looking northeast towards Deadman Hill from the Forestry Commission car park at Godshill Ridge on the B3078. The autumnal mist is lurking in the valley bottoms between the heathland ridges, and the sun has just emerged above the cloud to the southeast. The B3078 road follows the high ground from Godshill, along the ridge, making a sharp bend at Deadman Corner before following the ridge of Deadman Hill to the junction at Bramshaw Telegraph.;;neutral
68786;;This cottage is on the edge of the Churchplace Inclosure, close to Ashurst Farm, and is the oldest surviving building in the Parish (built around 1810). Church Place Cottage has been home to the Forest Keepers for generations, and is currently occupied by the present keeper. The Forest Keepers are employees of the Forestry Commission and they ensure enforcement of Forest Bye-Laws. As Special Constables they have powers to deal with civil offences.;;neutral
69294;;This gate separates the private land of Dilton Farm from the Forestry Commission managed Beaulieu Heath (part of the New Forest). There is a general right of access for horse riders on the heath, and many bridleways through the land to the west of it. Dilton Farm itself seems to have a horsey theme too.;;neutral
69306;;Looking east towards the Royal Oak pub, the "centrepiece" of Fritham village. The place is always busy with visitors on weekends and during the holidays. There are several Forestry Commission car parks which provide convenient access to the surrounding Forest (on foot, bike or horse).;;positive
69692;;The Forestry Commission www.forestry.gov.uk has waymarked trails through the forest. This is one of the Bedburn Valley walks.;;neutral
70247;;Road descending Glen Arroch, the Red Hills in the distance. The hillside here is managed by the Forestry Commission, and is gradually reverting to native scots pine forest.;;positive
70498;;This view is looking north out of the Ipley Inclosure, the track takes you to the end of Twiggs Lane End, and then onwards to Marchwood. Most of the Forestry Commission gates in the Forest say something like "Please close all gates". This gate and the others around the boundary of the inclosure seem to be deliberately left (or tied) open, so we followed the sensible course of leaving gates as we found them.;;neutral
70567;;This off-road cycle path runs southwest from the Deerleap car park through the clearing between the Deerleap and Longdown Inclosures. As it descends towards the railway bridge at Fulliford Bog it is carried by a causeway across a stream emerging from the Deerleap Inclosure. The large plastic pipes beneath the causeway carry the stream water which eventually empties into a drain emerging from the Longdown Inclosure. Without this piece of Forestry Commission engineering the passage here would be a very soggy one.;;positive
70681;;All the ground from the Tirry River up to the road and Including 90% of the woodland all the way back to Lairg, belongs to the forestry Commission.;;neutral
70688;;Lairg Estate used to own all this bit of ground leading all the way south back to Lairg Village, but the like a lot of land owners they sold out to the Forestry Commission. Leaving them with only the village of Lairg and surrounding croft land that could not be sold for any value.;;negative
71611;;This large meadow is popular with deer (who benefit from the surrounding fence) who usually gather to graze early and late in the day. This picture was taken towards evening, and a large number of deer can be seen in the distance. There is an observation platform that overlooks the field from the southwest side which can be rented from the Forestry Commission.;;positive
76029;;Larches not so bright this year due to an absence of frosts. A Forestry Commission managed woodland.;;neutral
77547;;Another view of the area where troops were trained during WW1. The trees were not there then, of course. The first steps towards afforestation of Clipstone Forest were taken in 1925 with the signing of a 999-year lease between the Forestry Commission and the Welbeck and Rufford estates for more than 3,000 acres of land, which was to become the new Clipstone Forest. (Info courtesy of Thomas E. Kirton). See also [[77534]].;;neutral
78138;;Beech Trees believed to have been planted by Alexander Gordon when he worked for the Forestry Commission - planted as young trees, as opposed to saplings, possibly 1950's;;neutral
79001;;The entrance to this private wood which, in conjunction with the Forestry Commission, is open to the pedestrian public.;;neutral
81147;;There are several of these fixed wooden ladders and seats in this part of the Islands Thorns Inclosure, although I do not know their purpose. Each carries a Forestry Commission sign warning you not to climb.;;neutral
83105;;Forestry Commission owned field near Dalavich, used as a scout campsite.;;neutral
84725;;Newly planted woodland, managed with the support of the Forestry Commission;;neutral
87002;;Burning of gorse and heather encourages new growth which is beneficial to a variety of flora and fauna, and creates food for commoning stock. It also results in a mosaic of different aged habitats which creates effective fire breaks to protect large areas of heathland, woodland and private property from wildfire. Burning starts on the first working day in November and ends on the last working day of March each year. [Info from the Forestry Commission website];;neutral
91161;;The Forestry Commission are still planting in neat rows here. Elsewhere in Whinlatter more mixed planting has taken place. The hill behind is Graystones.;;neutral
91218;;The Forestry Commission plantations at Winlatter have many waymarked routes for walkers and off-road cyclists.;;neutral
91243;;There were two small Forestry Commission blocks here. They have recently been felled, the road is still in use for removing timber. The junction serves a new poultry unit beside the larger forest block. Southward view.;;neutral
91245;;Recently felled Forestry Commission block. Looking west towards Spylaw. Former mossland now used for forestry.;;neutral
92418;;This area of heathland and bog would be inaccessible to walkers without footbridges like this one, constructed by Forestry Commission engineers. The path carried by this bridge comes down from Holm Hill and then rises towards the Clumber Inclosure, which can be seen in the distance.;;positive
94184;;Along the ridge of Callow Hill is a Forestry Commission Plantation, immediately below is rolling farmland grazed by sheep.;;neutral
94554;;Entrance to the Forestry Commission car park.;;neutral
97170;;A modern Forestry Commission-built causeway crosses the boggy bottom at Shatter Ford, and on this cold winter's day the open water of the stream has frozen. In the distance is a footbridge over the Southampton-Brockenhurst mainline, which leads nowhere in particular because the land on the other side is surrounded by bog. The Scots pines on the right are self-seeded and are growing on the steep banks of the ramp leading up to the bridge.;;positive
97192;;Bourne Wood is an ancient area of woodland on a ridge of mainly poor soil to the west of Bourne. It was taken over by the Forestry Commission in the 1920's who planted large areas of conifers. Today it is used mainly as a recreational area for local people and is being gradually restored to native broadleaf woodland. Over the years several resident artists have added their contributions to the woodland. The circular structure of willows in the foreground is a living sculpture by Claire Wilks called "Helter Skelter".;;positive
97792;;Seems an old track but only leads to the animal areas as far as I can tell and now the Forestry Commission forest.;;neutral
98208;;A Forestry Commission picnic area on the south shore of Loch Creran.;;neutral
98777;;Progress along this side of Ennerdale used to be difficult due to having to cross several large becks; the Forestry Commission works have greatly helped.;;positive
99337;;The Forestry Commission are busy building tens of kilometres of new roads into the forests to take timber traffic off the small public roads. This scene shows some machines parked by the bridge over the River Liever.;;positive
100193;;The hillsides above Fort Augustus are nearly all occupied by forestry managed by the Forestry Commission. There is a sparse network of timber extraction roads, which help those of us with folding bikes rather than mountain bikes get into some remote country on a short day.;;neutral
101135;;With established Forestry Commission planting beyond it.;;neutral
101152;;Forestry Commission plantation on the north slopes of Beinn a Sga.;;neutral
102100;;Forestry Commission plantation;;neutral
104003;;Looking northwest to Forestry Commission Woodland.;;neutral
104209;;This is the sort of planting which got Forestry Commission woodland such a bad name. The track is dark and gloomy in the low winter light although the picture was taken in the middle of a sunny day.;;negative
104683;;This is the second generation planting here, and the Forestry Commission have taken the opportunity to add a few environmental improvements. Looking south.;;positive
106560;;Walking up the track through the Forestry Commission woodland at Lindley Moor there are some mysterious buildings to the east, which on closer inspection are part of 'West Yorkshire Shooting Grounds'. The towers are for launching clay pigeons.;;neutral
107234;;Folly Lane is a backwater, close to the busy A24 dual carriageway. From this direction, with the road 100 yards behind the camera, Redlands Wood a Forestry Commission plantation can be seen in the distance.;;neutral
108935;;Looking southwest along Powder Mill Road on an overcast winter afternoon, a track which was used to transport gunpowder from the Schultze gunpowder factory at Eyeworth, avoiding Fritham village. Now it is a gravelled off-road cycle track that links the Forestry Commission car park at Eyeworth Pond to the B3078 road near Longcross.;;neutral
110809;;This Forestry Commission car park is on a corner of the South Oakley Inclosure, off the minor road from Burley to Lyndhurst. These tall pines are typical of the conifers in this plantation.;;neutral
111993;;Owned by the Forestry Commission, and the way up to Beinn Lora summit. Steep in places.;;neutral
111994;;A small stream in Lora Forest, owned by the Forestry Commission.;;neutral
114123;;Cwmbyr farm was abandoned when the Forestry Commission planted the hills around Risca. It appears the structure to the left was the outside toilet and the hole was a cesspit.;;negative
116390;;This area of old woodland contains a greater range of trees than usual in the forest, probably due to the Victorian fad for ornamental trees. This oak is typical of the older trees in the wood, not far east of the "Matley Wood" Forestry Commission car park.;;neutral
117207;;Blackaburn Lough is in Wark Forest. This information was suppiled by John Atkinson. The "fishing lodge" at Pundershaw never was. There are no fish in the loch owing to the level of acidity. The water is contaminated with liver fluke. It is many years since I stayed at the cabin which was called Skipjack. I do not know who built it, but I was told that the material came from a boat. Some of the windows are certainly portholes. I think it was around 1985-1986 when the cabin was last used. During the time I stayed there it was used by deer stalkers. The professional stalkers for the Forestry Commission were Derek Walton who lived at Pundershaw farm and Raffie Little who lived in Wark village.;;neutral
117370;;The Alwen Forest is owned by the Forestry Commission. One of many forestry tracks through the trees.;;neutral
119487;;Keys to the Past Web Site: Stonehaugh village was built by the Forestry Commission in the 1950s and was designed by Dr Thomas Sharp. Some 113 houses were built, although the village was originally designed to be twice as big. The village suffered from isolation and a lack of services and facilities. Stonehaugh is an interesting example of industrial housing, 1950s planning and regeneration.;;negative
121258;;Between Balmer Lawn and the Pignal Inclosures is a area of open woodland called Standing Hat (a holly and oak holm). This photo is looking south from the Forestry Commission car park (closed to give the site a rest in the winter), towards one of the private dwellings in the Pignalhill Inclosure. The pony in the picture is wearing a reflective collar, which will make it a lot easier for Forest motorists to spot at night.;;neutral
121295;;According to an information sign this ride (passage through a plantation) is dedicated to the memory of the naturalist Frederick William Frohawk (1861-1946). He is closely associated with the New Forest from his summer visits made here in search of butterflies over the best part of a lifetime. The Forestry Commission manages the Frohawk Ride for butterflies as part of their commitment to conservation of rare insects.;;positive
121302;;The Forestry Commission car park at Standing Hat provides the most convenient access to the vast area of enclosures northwest of Brockenhurst. This view over a gate into the Pignal Inclosure shows two of the off-road cycle paths which (being gravelled) provide a dry winter walk through the plantations. The path on the left eventually leads to Clayhill south of Lyndhurst. There is some distortion at the edges due to the slightly "wide angle" lens on my compact camera.;;positive
121687;;Thick spruce c/o The Forestry Commission.;;neutral
121772;;Forestry commission managed woodland.;;neutral
121778;;Illegal and definitely noisy use of the forest. Definitely unsafe wandering the roads today, and heaven help any horse riders and wildlife. The Forestry Commission is taking very firm action against unauthorised motor sports on their land. Quote correspondence with the Forestry Commission. "Thanks for your email and photo. It is definitely not acceptable to ride any form of motorisied transport in the forest without permission. We have been in contact with two different police forces in an attempt to stop these particular people from disturbing wildlife to terrifying dog walkers, and probably injuring themselves and others. Please make this clear on your website and to any of your correspondents.";;neutral
121795;;Houses in the woods of Edensmuir, a Forestry Commission holding on gravel soils near Ladybank. Looking out, south towards the road from within the forest.;;neutral
122931;;The Brick Kiln Inclosure was first enclosed in the early nineteenth century, like many of the inclosures just south of Lyndhurst, and contains many of the original beech and oak. This gravelled cycle path leads northwards through the middle of the inclosure, from Butts Lawn up to Pinkney Lane and the hamlet of Bank. This is a working plantation, the Forestry Commission sign on the left warns against climbing on the timber stacks.;;neutral
122979;;A path leading east from the Forestry Commission carpark.;;neutral
123578;;Closed during the winter, Ocknell campsite is run by the Forestry Commission under the guise of Forest Holidays: http://www.forestholidays.co.uk/caravanandcamping/sites/ocknell-and-longbeech.asp The hardstanding put down to serve the Second World War airfield at Stoney Cross now stops caravans sinking into the heathland.;;neutral
123703;;Path leading through Big Wood towards Simonsway. Urban forestry maintained by the Forestry Commission, with part funding by the European Union.;;neutral
124043;;The corner of the forest just sneaks into the square. The path is not marked on the map and links the forest road to the Forestry Commission carpark.;;neutral
124274;;Footpath through Osgodby Plantation near Rose Cottage. To mark the millennium, the Forestry Commission set aside part of Osgodby Plantation as a public amenity, additional trees were planted by children of Osgodby school and Pegasus child care centre.;;neutral
124568;;Forestry commission looking down to Lagget.;;neutral
125751;;The rocky crag that sits above and to the south of Easter Dalguise. Part of the Forestry Commission's Craigvinean Forest which is in Tay Forest Park;;neutral
130123;;This footbridge leads from the end of a track from the village of Pontrhydygroes over Nant Ffin into forestry commission land above the Hafod estate.;;neutral
130310;;Picnic area in the Forestry Commission's Ropsley Rise Wood;;neutral
134937;;Granite revealed by felling a Forestry Commission plantation.;;neutral
135026;;The "harvested" oak in the foreground are sold at the Forestry Commission's annual hardwood auction, with the smaller material sent to local sawmills. A sign on the entrance gate to the inclosure (strangely ante-dated as November 2006) says that the rides in the inclosure will be restored once the extraction has taken place and ground conditions are more favourable.;;neutral
135046;;This minor road crosses Blackwell Common, from Gatewood Bridge over Dark Water to Blackfield. The gravel on the right in the foreground is the entrance to the Forestry Commission car park on the common.;;neutral
137311;;Snow covered track to Blairadam Forest off B914. Most of this forest was felled during World War One. The Forestry Commission replanted the forest primarily with conifers such as Sitka http://en.wikipedia.org/wiki/Sitka_Spruce and Norway Spruce http://en.wikipedia.org/wiki/Norway_Spruce.;;neutral
138350;;If you want great toasties and cafe lattes, visit The Forestry Commission Visitor Centre at the head of the loch!;;positive
139495;;This is an entrance to Wendover Woods Forestry Commission land. The Woods include several smaller named woods, this one being Hengrove Wood.;;neutral
139516;;Easter Torrans is an ex-byre for the nearby Torrans farmhouse. Previously owned by the Forestry Commission, it is now a private residence.;;neutral
